SampleID,Sample_num,Full_Sample_Name,Cruise_Name,Station,Sample_Type,Depth,Filter,Month 
6725_45_18s,45,Shelf_HAB_12_12/18/24_CTD_BOT,SHELF_HAB,12,CTD,Bottom,0.2,December
6725_46_18s,46,Shelf_HAB_12_12/18/24_CTD_Surf,SHELF_HAB,12,CTD,Surface,0.2,December
6725_47_18s,47,Shelf_HAB_12_12/18/24_CTD_BOT,SHELF_HAB,12,CTD,Bottom,3,December
6725_48_18s,48,Shelf_HAB_12_12/18/24_CTD_Surf,SHELF_HAB,12,CTD,Surface,3,December
6725_49_18s,49,Shelf_HAB_13_12/18/24_UW,SHELF_HAB,13,UW,Surface,0.2,December
6725_50_18s,50,Shelf_HAB_13_12/18/24_UW,SHELF_HAB,13,UW,Surface,3,December
6725_51_18s,51,Shelf_HAB_14_12/18/24_UW,SHELF_HAB,14,UW,Surface,0.2,December
6725_52_18s,52,Shelf_HAB_14_12/18/24_UW,SHELF_HAB,14,UW,Surface,3,December
6725_53_18s,53,Shelf_HAB_1_12/17/24_CTD_BOT,SHELF_HAB,1,CTD,Bottom,0.2,December
6725_54_18s,54,Shelf_HAB_1_12/17/24_CTD_BOT,SHELF_HAB,1,CTD,Bottom,3,December
Shelf_14_0_2um_18s_6875_S44,1,Shelf_14_0_2um_18s_6875_S44,Shelf,14,UW,Surface,0.2,November
Shelf_14_3_0um_18s_6875_S20,2,Shelf_14_3_0um_18s_6875_S20,Shelf,14,UW,Surface,3,November
Shelf_15_0_2um_18s_6875_S36,3,Shelf_15_0_2um_18s_6875_S36,Shelf,15,UW,Surface,0.2,November
Shelf_15_3_0um_18s_6875_S12,4,Shelf_15_3_0um_18s_6875_S12,Shelf,15,UW,Surface,3,November
Shelf_17_0_2um_18s_6875_S28,5,Shelf_17_0_2um_18s_6875_S28,Shelf,17,UW,Surface,0.2,November
Shelf_17_3_0um_18s_6875_S4,6,Shelf_17_3_0um_18s_6875_S4,Shelf,17,UW,Surface,3,November
Shelf_2_0_2_18s_6875_S91,7,Shelf_2_0_2_18s_6875_S91,Shelf,2,UW,Surface,0.2,November
Shelf_2_3_0um_18s_6875_S3,8,Shelf_2_3_0um_18s_6875_S3,Shelf,2,UW,Surface,3,November
Shelf_34_0_2um_18s_6875_S52,9,Shelf_34_0_2um_18s_6875_S52,Shelf,34,UW,Surface,0.2,November
Shelf_34_3_0um_18s_6875_S76,10,Shelf_34_3_0um_18s_6875_S76,Shelf,34,UW,Surface,3,November
Shelf_35_0_2um_18s_6875_S60,11,Shelf_35_0_2um_18s_6875_S60,Shelf,35,UW,Surface,0.2,November
Shelf_35_3_0um_18s_6875_S84,12,Shelf_35_3_0um_18s_6875_S84,Shelf,35,UW,Surface,3,November
Shelf_36_0_2um_18s_6875_S68,13,Shelf_36_0_2um_18s_6875_S68,Shelf,36,UW,Surface,0.2,November
Shelf_36_3_0_18s_6875_S92,14,Shelf_36_3_0_18s_6875_S92,Shelf,36,UW,Surface,3,November
Shelf_3_0_2um_18s_6875_S83,15,Shelf_3_0_2um_18s_6875_S83,Shelf,3,UW,Surface,0.2,November
Shelf_3_3_0um_18s_6875_S11,16,Shelf_3_3_0um_18s_6875_S11,Shelf,3,UW,Surface,3,November
Shelf_4_0_2um_18s_6875_S75,17,Shelf_4_0_2um_18s_6875_S75,Shelf,4,UW,Surface,0.2,November
Shelf_4_3_0um_18s_6875_S19,18,Shelf_4_3_0um_18s_6875_S19,Shelf,4,UW,Surface,3,November
Shelf_5_0_2um_18s_6875_S67,19,Shelf_5_0_2um_18s_6875_S67,Shelf,5,UW,Surface,0.2,November
Shelf_5_3_0um_18s_6875_S27,20,Shelf_5_3_0um_18s_6875_S27,Shelf,5,UW,Surface,3,November
Shelf_6_0_2um_18s_6875_S59,21,Shelf_6_0_2um_18s_6875_S59,Shelf,6,UW,Surface,0.2,November
Shelf_6_3_0um_18s_6875_S35,22,Shelf_6_3_0um_18s_6875_S35,Shelf,6,UW,Surface,3,November
Shelf_7_0_2um_18s_6875_S51,23,Shelf_7_0_2um_18s_6875_S51,Shelf,7,UW,Surface,0.2,November
Shelf_7_3_0um_18s_6875_S43,24,Shelf_7_3_0um_18s_6875_S43,Shelf,7,UW,Surface,3,November
cruise_4_11_BOT_0_2_18s_6875,25,cruise_4_11_BOT_0_2_18s_6875_S123,HAB25,11,CTD,Bottom,0.2,February
cruise_4_11_BOT_3_0_18s_6875,26,cruise_4_11_BOT_3_0_18s_6875_S131,HAB25,11,CTD,Bottom,3,February
cruise_4_11_Surf_3_0_18s_6875,27,cruise_4_11_Surf_3_0_18s_6875_S139,HAB25,11,CTD,Surface,3,February
cruise_4_11_surf_0_2_18s_6875,28,cruise_4_11_surf_0_2_18s_6875_S147,HAB25,11,CTD,Surface,0.2,February
cruise_4_12_BOT_0_2_18s_6875,29,cruise_4_12_BOT_0_2_18s_6875_S144,HAB25,12,CTD,Bottom,0.2,February
cruise_4_12_BOT_3_0_18s_6875,30,cruise_4_12_BOT_3_0_18s_6875_S155,HAB25,12,CTD,Bottom,3,February
cruise_4_12_surf_0_2_18s_6875,31,cruise_4_12_surf_0_2_18s_6875_S163,HAB25,12,CTD,Surface,0.2,February
cruise_4_12_surf_3_0_18s_6875,32,cruise_4_12_surf_3_0_18s_6875_S115,HAB25,12,CTD,Surface,3,February
cruise_4_13_UW_0_2_18s_6875,33,cruise_4_13_UW_0_2_18s_6875_S170,HAB25,13,UW,Surface,0.2,February
cruise_4_13_UW_3_0_18s_6875,34,cruise_4_13_UW_3_0_18s_6875_S178,HAB25,13,UW,Surface,3,February
cruise_4_14_UW_0_2_18s_6875,35,cruise_4_14_UW_0_2_18s_6875_S154,HAB25,14,UW,Surface,0.2,February
cruise_4_14_UW_3_0_18s_6875,36,cruise_4_14_UW_3_0_18s_6875_S162,HAB25,14,UW,Surface,3,February
cruise_4_15_UW_0_2_18s_6875,37,cruise_4_15_UW_0_2_18s_6875_S138,HAB25,15,UW,Surface,0.2,February
cruise_4_15_UW_3_0_18s_6875,38,cruise_4_15_UW_3_0_18s_6875_S146,HAB25,15,UW,Surface,3,February
cruise_4_6_BOT_0_2_18s_6875,39,cruise_4_6_BOT_0_2_18s_6875_S152,HAB25,6,CTD,Bottom,0.2,February
cruise_4_6_BOT_3_0_18s_6875,40,cruise_4_6_BOT_3_0_18s_6875_S100,HAB25,6,CTD,Bottom,3,February
cruise_4_6_surf_0_2_18s_6875,41,cruise_4_6_surf_0_2_18s_6875_S108,HAB25,6,CTD,Surface,0.2,February
cruise_4_6_surf_3_0_18s_6875,42,cruise_4_6_surf_3_0_18s_6875_S116,HAB25,6,CTD,Surface,3,February
cruise_4_T1_1_BOT_3_0_18s_6875,43,cruise_4_T1_1_BOT_3_0_18s_6875_S124,HAB25,T1_1,CTD,Bottom,3,February
cruise_4_T1_1_Surf_3_0_18s_6875,44,cruise_4_T1_1_Surf_3_0_18s_6875_S156,HAB25,T1_1,CTD,Surface,3,February
cruise_4_T1_1_surf_0_2_18s_6875,45,cruise_4_T1_1_surf_0_2_18s_6875_S132,HAB25,T1_1,CTD,Surface,0.2,February
cruise_4_T1_2_BOT_0_2_18s_6875,46,cruise_4_T1_2_BOT_0_2_18s_6875_S107,HAB25,T1_2,CTD,Bottom,0.2,February
cruise_4_T1_2_BOT_3_0_18s_6875,47,cruise_4_T1_2_BOT_3_0_18s_6875_S99,HAB25,T1_2,CTD,Bottom,3,February
cruise_4_T1_2_Surf_3_0_18s_6875,48,cruise_4_T1_2_Surf_3_0_18s_6875_S172,HAB25,T1_2,CTD,Surface,3,February
cruise_4_T1_2_surf_0_2_18s_6875,49,cruise_4_T1_2_surf_0_2_18s_6875_S164,HAB25,T1_2,CTD,Surface,0.2,February
cruise_4_T1_3_BOT_0_2_18s_6875,50,cruise_4_T1_3_BOT_0_2_18s_6875_S140,HAB25,T1_3,CTD,Bottom,0.2,February
cruise_4_T1_3_BOT_3_0_18s_6875,51,cruise_4_T1_3_BOT_3_0_18s_6875_S171,HAB25,T1_3,CTD,Bottom,3,February
cruise_4_T1_3_surf_0_2_18s_6875,52,cruise_4_T1_3_surf_0_2_18s_6875_S148,HAB25,T1_3,CTD,Surface,0.2,February
cruise_4_T1_3_surf_3_0_18s_6875,53,cruise_4_T1_3_surf_3_0_18s_6875_S179,HAB25,T1_3,CTD,Surface,3,February
cruise_4_T1_4_BOT_0_2_18s_6875,54,cruise_4_T1_4_BOT_0_2_18s_6875_S109,HAB25,T1_4,CTD,Bottom,0.2,February
cruise_4_T1_4_BOT_3_0_18s_6875,55,cruise_4_T1_4_BOT_3_0_18s_6875_S101,HAB25,T1_4,CTD,Bottom,3,February
cruise_4_T1_4_surf_0_2_18s_6875,56,cruise_4_T1_4_surf_0_2_18s_6875_S160,HAB25,T1_4,CTD,Surface,0.2,February
cruise_4_T1_4_surf_3_0_18s_6875,57,cruise_4_T1_4_surf_3_0_18s_6875_S180,HAB25,T1_4,CTD,Surface,3,February
cruise_4_T1_5_BOT_0_2_18s_6875,58,cruise_4_T1_5_BOT_0_2_18s_6875_S133,HAB25,T1_5,CTD,Bottom,0.2,February
cruise_4_T1_5_BOT_3_0_18s_6875,59,cruise_4_T1_5_BOT_3_0_18s_6875_S125,HAB25,T1_5,CTD,Bottom,3,February
cruise_4_T1_5_surf_0_2_18s_6875,60,cruise_4_T1_5_surf_0_2_18s_6875_S141,HAB25,T1_5,CTD,Surface,0.2,February
cruise_4_T1_5_surf_3_0_18s_6875,61,cruise_4_T1_5_surf_3_0_18s_6875_S117,HAB25,T1_5,CTD,Surface,3,February
cruise_4_T1_6_BOT_3_0_18s_6875,62,cruise_4_T1_6_BOT_3_0_18s_6875_S149,HAB25,T1_6,CTD,Bottom,3,February
cruise_4_T1_6_surf_0_2_18s_6875,63,cruise_4_T1_6_surf_0_2_18s_6875_S157,HAB25,T1_6,CTD,Surface,0.2,February
cruise_4_T1_6_surf_3_0_18s_6875,64,cruise_4_T1_6_surf_3_0_18s_6875_S165,HAB25,T1_6,CTD,Surface,3,February
