SampleID,Sample_num,Full_Sample_Name,Cruise_Name,Station,Sample_Type,Depth,Filter,Month
6689_45_16S,45,HAB 24-2 CTD SURF 3.0,HAB24,2,CTD,Surface,3,October
6689_46_16S,46,HAB 24-03 CTD  SURF 3.0,HAB24,3,CTD,Surface,3,October
6689_47_16S,47,HAB 24-03 CTD BOT 3.0,HAB24,3,CTD,Bottom,3,October
6689_48_16S,48,HAB 24-12 CTD SURF 3.0,HAB24,12,CTD,Surface,3,October
6689_49_16S,49,HAB 24-08 CTD SURF 3.0,HAB24,8,CTD,Surface,3,October
6689_50_16S,50,HAB 24-01 CTD SURF 3.0,HAB24,1,CTD,Surface,3,October
6725_1_16s,1,Shelf_HAB_3_12/17/24_CTD_BOT,SHELF_HAB,3,CTD,Bottom,0.2,December
6725_2_16s,2,shelf_HAB_3_12/17/24_CTD_Surf,SHELF_HAB,3,CTD,Surface,3,December
6725_3_16s,3,shelf_HAB_8_12/17/24_CTD Surf,SHELF_HAB,8,CTD,Surface,3,December
6725_4_16s,4,shelf_HAB_8_12/17/24_CTD BOT,SHELF_HAB,8,CTD,Bottom,0.2,December
6725_5_16s,5,shelf_HAB_7_12/17/24_CTD_BOT,SHELF_HAB,7,CTD,Bottom,3,December
6725_6_16s,6,shelf_HAB_7_12/17/24_CTD_Surf,SHELF_HAB,7,CTD,Surface,0.2,December
6725_7_16s,7,stn_3_12/16/24_UW,SHELF_HAB,13,UW,Surface,0.2,December
6725_8_16s,8,stn_2_12/16/24_UW,SHELF_HAB,14,UW,Surface,0.2,December
6725_9_16s,9,stn_1_12/16/24_UW,SHELF_HAB,15,UW,Surface,3,December
6725_10_16s,10,shelf_HAB_3_12/17/24_CTD_BOT,SHELF_HAB,3,CTD,Bottom,3,December
6725_11_16s,11,shelf_HAB_3_12/17/24_CTD_Surf,SHELF_HAB,3,CTD,Surface,0.2,December
6725_12_16s,12,shelf_HAB_8_12/17/24_CTD_Surf,SHELF_HAB,8,CTD,Surface,0.2,December
6725_13_16s,13,shelf_HAB_5_12/17/24_CTD_Surf,SHELF_HAB,5,CTD,Surface,0.2,December
6725_14_16s,14,shelf_HAB_2_12/17/24_CTD_BOT,SHELF_HAB,2,CTD,Bottom,0.2,December
6725_15_16s,15,shelf_HAB_2_12/17/24_CTD_BOT,SHELF_HAB,2,CTD,Bottom,3,December
6725_16_16s,16,shelf_HAB_2_12/17/24_CTD_Surf,SHELF_HAB,2,CTD,Surface,0.2,December
6725_17_16s,17,shelf_HAB_2_12/17/24_CTD_Surf,SHELF_HAB,2,CTD,Surface,3,December
6725_18_16s,18,shelf_HAB_4_12/17/24_CTD_BOT,SHELF_HAB,4,CTD,Bottom,3,December
6725_19_16s,19,shelf_HAB_8_12/17/24_CTD_BOT,SHELF_HAB,8,CTD,Bottom,3,December
6725_20_16s,20,shelf_HAB_7_12/17/24_CTD_BOT,SHELF_HAB,7,CTD,Bottom,0.2,December
6725_21_16s,21,shelf_HAB_7_12/17/24_CTD_Surf,SHELF_HAB,7,CTD,Surface,3,December
6725_22_16s,22,stn_3_12/16/24_UW,SHELF_HAB,13,UW,Surface,3,December
6725_23_16s,23,stn_2_12/16/24_UW,SHELF_HAB,14,UW,Surface,3,December
6725_24_16s,24,stn_1_12/16/24_UW,SHELF_HAB,15,UW,Surface,0.2,December
6725_25_16s,25,shelf_HAB_4_12/17/24_CTD_BOT,SHELF_HAB,4,CTD,Bottom,0.2,December
6725_26_16s,26,shelf_HAB_4_12/17/24_CTD_Surf,SHELF_HAB,4,CTD,Surface,0.2,December
6725_27_16s,27,shelf_HAB_4_12/17/24_CTD_Surf,SHELF_HAB,4,CTD,Surface,3,December
6725_28_16s,28,shelf_HAB_5_12/17/24_CTD_Surf,SHELF_HAB,5,CTD,Surface,3,December
6725_29_16s,29,shelf_HAB_5_12/17/24_CTD_BOT,SHELF_HAB,5,CTD,Bottom,0.2,December
6725_30_16s,30,shelf_HAB_5_12/17/24_CTD_BOT,SHELF_HAB,5,CTD,Bottom,3,December
6725_31_16s,31,shelf_HAB_6_12/17/24_CTD_Surf,SHELF_HAB,6,CTD,Surface,3,December
6725_32_16s,32,shelf_HAB_6_12/17/24_CTD_Surf,SHELF_HAB,6,CTD,Surface,0.2,December
6725_33_16s,33,shelf_HAB_10_12/17/24_CTD_Surf,SHELF_HAB,10,CTD,Surface,3,December
6725_34_16s,34,shelf_HAB_10_12/17/24_CTD_Surf,SHELF_HAB,10,CTD,Surface,0.2,December
6725_35_16s,35,shelf_HAB_10_12/17/24_CTD_BOT,SHELF_HAB,10,CTD,Bottom,3,December
6725_36_16s,36,shelf_HAB_10_12/17/24_CTD_BOT,SHELF_HAB,10,CTD,Bottom,0.2,December
6725_37_16s,37,shelf_HAB_6_12/17/24_CTD_BOT,SHELF_HAB,6,CTD,Bottom,0.2,December
6725_38_16s,38,shelf_HAB_6_12/17/24_CTD_BOT,SHELF_HAB,6,CTD,Bottom,3,December
6725_39_16s,39,shelf_HAB_11_12/17/24_CTD_Surf,SHELF_HAB,11,CTD,Surface,0.2,December
6725_40_16s,40,shelf_HAB_11_12/17/24_CTD_Surf,SHELF_HAB,11,CTD,Surface,3,December
6725_41_16s,41,shelf_HAB_11_12/17/24_CTD_BOT,SHELF_HAB,11,CTD,Bottom,0.2,December
6725_42_16s,42,shelf_HAB_11_12/17/24_CTD_BOT,SHELF_HAB,11,CTD,Bottom,3,December
6725_43_16s,43,shelf_HAB_1_12/17/24_CTD_Surf,SHELF_HAB,1,CTD,Surface,0.2,December
6725_44_16s,44,shelf_HAB_1_12/17/24_CTD_Surf,SHELF_HAB,1,CTD,Surface,3,December
6725_45_16s,45,Shelf_HAB_12_12/18/24_CTD_BOT,SHELF_HAB,12,CTD,Bottom,0.2,December
6725_46_16s,46,Shelf_HAB_12_12/18/24_CTD_Surf,SHELF_HAB,12,CTD,Surface,0.2,December
6725_47_16s,47,Shelf_HAB_12_12/18/24_CTD_BOT,SHELF_HAB,12,CTD,Bottom,3,December
6725_48_16s,48,Shelf_HAB_12_12/18/24_CTD_Surf,SHELF_HAB,12,CTD,Surface,3,December
6725_49_16s,49,Shelf_HAB_13_12/18/24_UW,SHELF_HAB,13,UW,Surface,0.2,December
6725_50_16s,50,Shelf_HAB_13_12/18/24_UW,SHELF_HAB,13,UW,Surface,3,December
6725_51_16s,51,Shelf_HAB_14_12/18/24_UW,SHELF_HAB,14,UW,Surface,0.2,December
6725_52_16s,52,Shelf_HAB_14_12/18/24_UW,SHELF_HAB,14,UW,Surface,3,December
6725_53_16s,53,Shelf_HAB_1_12/17/24_CTD_BOT,SHELF_HAB,1,CTD,Bottom,0.2,December
6725_54_16s,54,Shelf_HAB_1_12/17/24_CTD_BOT,SHELF_HAB,1,CTD,Bottom,3,December
Shelf_14_0_2um_16s_6875,1,Shelf_14_0_2um_16s_6875,Shelf,14,UW,Surface,0.2,November
Shelf_14_3_0um_16s_6875,2,Shelf_14_3_0um_16s_6875,Shelf,14,UW,Surface,3,November
Shelf_15_0_2um_16s_6875,3,Shelf_15_0_2um_16s_6875,Shelf,15,UW,Surface,0.2,November
Shelf_15_3_0um_16s_6875,4,Shelf_15_3_0um_16s_6875,Shelf,15,UW,Surface,3,November
Shelf_17_0_2um16s_6875,5,Shelf_17_0_2um16s_6875,Shelf,17,UW,Surface,0.2,November
Shelf_17_3_0um_16s_6875,6,Shelf_17_3_0um_16s_6875,Shelf,17,UW,Surface,3,November
Shelf_2_0_2_16s_6875,7,Shelf_2_0_2_16s_6875,Shelf,2,UW,Surface,0.2,November
Shelf_2_3_0um_16s_6875,8,Shelf_2_3_0um_16s_6875,Shelf,2,UW,Surface,3,November
Shelf_34_0_2um_16s_6875,9,Shelf_34_0_2um_16s_6875,Shelf,34,UW,Surface,0.2,November
Shelf_34_3_0um_16s_6875,10,Shelf_34_3_0um_16s_6875,Shelf,34,UW,Surface,3,November
Shelf_35_0_2um_16s_6875,11,Shelf_35_0_2um_16s_6875,Shelf,35,UW,Surface,0.2,November
Shelf_35_3_0um_16s_6875,12,Shelf_35_3_0um_16s_6875,Shelf,35,UW,Surface,3,November
Shelf_36_0_2um_16s_6875,13,Shelf_36_0_2um_16s_6875,Shelf,36,UW,Surface,0.2,November
Shelf_36_3_0_16s_6875,14,Shelf_36_3_0_16s_6875,Shelf,36,UW,Surface,3,November
Shelf_3_0_2um_16s_6875,15,Shelf_3_0_2um_16s_6875,Shelf,3,UW,Surface,0.2,November
Shelf_3_3_0um_16s_6875,16,Shelf_3_3_0um_16s_6875,Shelf,3,UW,Surface,3,November
Shelf_4_0_2um_16s_6875,17,Shelf_4_0_2um_16s_6875,Shelf,4,UW,Surface,0.2,November
Shelf_4_3_0um_16s_6875,18,Shelf_4_3_0um_16s_6875,Shelf,4,UW,Surface,3,November
Shelf_5_0_2um_16s_6875,19,Shelf_5_0_2um_16s_6875,Shelf,5,UW,Surface,0.2,November
Shelf_5_3_0um_16s_6875,20,Shelf_5_3_0um_16s_6875,Shelf,5,UW,Surface,3,November
Shelf_6_0_2um_16s_6875,21,Shelf_6_0_2um_16s_6875,Shelf,6,UW,Surface,0.2,November
Shelf_6_3_0um_16s_6875,22,Shelf_6_3_0um_16s_6875,Shelf,6,UW,Surface,3,November
Shelf_7_0_2um_16s_6875,23,Shelf_7_0_2um_16s_6875,Shelf,7,UW,Surface,0.2,November
Shelf_7_3_0um_16s_6875,24,Shelf_7_3_0um_16s_6875,Shelf,7,UW,Surface,3,November
cruise_4_11_BOT_0_2_16s_6875,25,cruise_4_11_BOT_0_2_16s_6875,HAB25,11,CTD,Bottom,0.2,February
cruise_4_11_BOT_3_0_16s_6875,26,cruise_4_11_BOT_3_0_16s_6875,HAB25,11,CTD,Bottom,3,February
cruise_4_11_surf_0_2_16s_6875,27,cruise_4_11_surf_0_2_16s_6875,HAB25,11,CTD,Surface,0.2,February
cruise_4_11_surf_3_0_16s_6875,28,cruise_4_11_surf_3_0_16s_6875,HAB25,11,CTD,Surface,3,February
cruise_4_12_BOT_0_2_16s_6875,29,cruise_4_12_BOT_0_2_16s_6875,HAB25,12,CTD,Bottom,0.2,February
cruise_4_12_BOT_3_0_16s_6875,30,cruise_4_12_BOT_3_0_16s_6875,HAB25,12,CTD,Bottom,3,February
cruise_4_12_surf_0_2_16s_6875,31,cruise_4_12_surf_0_2_16s_6875,HAB25,12,CTD,Surface,0.2,February
cruise_4_12_surf_3_0_16s_6875,32,cruise_4_12_surf_3_0_16s_6875,HAB25,12,CTD,Surface,3,February
cruise_4_13_UW_0_2_16s_6875,33,cruise_4_13_UW_0_2_16s_6875,HAB25,13,UW,Surface,0.2,February
cruise_4_13_UW_3_0_16s_6875,34,cruise_4_13_UW_3_0_16s_6875,HAB25,13,UW,Surface,3,February
cruise_4_14_UW_0_2_16s_6875,35,cruise_4_14_UW_0_2_16s_6875,HAB25,14,UW,Surface,0.2,February
cruise_4_14_UW_3_0_16s_6875,36,cruise_4_14_UW_3_0_16s_6875,HAB25,14,UW,Surface,3,February
cruise_4_15_UW_0_2_16s_6875,37,cruise_4_15_UW_0_2_16s_6875,HAB25,15,UW,Surface,0.2,February
cruise_4_15_UW_3_0_16s_6875,38,cruise_4_15_UW_3_0_16s_6875,HAB25,15,UW,Surface,3,February
cruise_4_6_BOT_0_2_16s_6875,39,cruise_4_6_BOT_0_2_16s_6875,HAB25,6,CTD,Bottom,0.2,February
cruise_4_6_BOT_3_0_16s_6875,40,cruise_4_6_BOT_3_0_16s_6875,HAB25,6,CTD,Bottom,3,February
cruise_4_6_surf_0_2_16s_6875,41,cruise_4_6_surf_0_2_16s_6875,HAB25,6,CTD,Surface,0.2,February
cruise_4_6_surf_3_0_16s_6875,42,cruise_4_6_surf_3_0_16s_6875,HAB25,6,CTD,Surface,3,February
cruise_4_T1_1_BOT_3_0_16s_6875,43,cruise_4_T1_1_BOT_3_0_16s_6875,HAB25,T1_1,CTD,Bottom,3,February
cruise_4_T1_1_surf_0_2_16s_6875,44,cruise_4_T1_1_surf_0_2_16s_6875,HAB25,T1_1,CTD,Surface,0.2,February
cruise_4_T1_1_surf_3_0_16s_6875,45,cruise_4_T1_1_surf_3_0_16s_6875,HAB25,T1_1,CTD,Surface,3,February
cruise_4_T1_2_BOT_0_2_16s_6875,46,cruise_4_T1_2_BOT_0_2_16s_6875,HAB25,T1_2,CTD,Bottom,0.2,February
cruise_4_T1_2_BOT_3_0_16s_6875,47,cruise_4_T1_2_BOT_3_0_16s_6875,HAB25,T1_2,CTD,Bottom,3,February
cruise_4_T1_2_Surf_0_2_16s_6875,48,cruise_4_T1_2_Surf_0_2_16s_6875,HAB25,T1_2,CTD,Surface,0.2,February
cruise_4_T1_2_Surf_3_0_16s_6875,49,cruise_4_T1_2_Surf_3_0_16s_6875,HAB25,T1_2,CTD,Surface,3,February
cruise_4_T1_3_BOT_0_2_16s_6875,50,cruise_4_T1_3_BOT_0_2_16s_6875,HAB25,T1_3,CTD,Bottom,0.2,February
cruise_4_T1_3_BOT_3_0_16s_6875,51,cruise_4_T1_3_BOT_3_0_16s_6875,HAB25,T1_3,CTD,Bottom,3,February
cruise_4_T1_3_surf_0_2_16s_6875,52,cruise_4_T1_3_surf_0_2_16s_6875,HAB25,T1_3,CTD,Surface,0.2,February
cruise_4_T1_3_surf_3_0_16s_6875,53,cruise_4_T1_3_surf_3_0_16s_6875,HAB25,T1_3,CTD,Surface,3,February
cruise_4_T1_4_BOT_0_2_16s_6875,54,cruise_4_T1_4_BOT_0_2_16s_6875,HAB25,T1_4,CTD,Bottom,0.2,February
cruise_4_T1_4_BOT_3_0_16s_6875,55,cruise_4_T1_4_BOT_3_0_16s_6875,HAB25,T1_4,CTD,Bottom,3,February
cruise_4_T1_4_surf_0_2_16s_6875,56,cruise_4_T1_4_surf_0_2_16s_6875,HAB25,T1_4,CTD,Surface,0.2,February
cruise_4_T1_4_surf_3_0_16s_6875,57,cruise_4_T1_4_surf_3_0_16s_6875,HAB25,T1_4,CTD,Surface,3,February
cruise_4_T1_5_BOT_0_2_16_6875,58,cruise_4_T1_5_BOT_0_2_16_6875,HAB25,T1_5,CTD,Bottom,0.2,February
cruise_4_T1_5_BOT_3_0_16s_6875,59,cruise_4_T1_5_BOT_3_0_16s_6875,HAB25,T1_5,CTD,Bottom,3,February
cruise_4_T1_5_Surf_3_0_16s_6875,60,cruise_4_T1_5_Surf_3_0_16s_6875,HAB25,T1_5,CTD,Surface,3,February
cruise_4_T1_5_surf_0_2_16s_6875,61,cruise_4_T1_5_surf_0_2_16s_6875,HAB25,T1_5,CTD,Surface,0.2,February
cruise_4_T1_6_BOT_0_2_16s_6875,62,cruise_4_T1_6_BOT_0_2_16s_6875,HAB25,T1_6,CTD,Bottom,0.2,February
cruise_4_T1_6_BOT_3_0_16s_6875,63,cruise_4_T1_6_BOT_3_0_16s_6875,HAB25,T1_6,CTD,Bottom,3,February
cruise_4_T1_6_Surf_3_0_16s_6875,64,cruise_4_T1_6_Surf_3_0_16s_6875,HAB25,T1_6,CTD,Surface,3,February
cruise_4_T1_6_surf_0_2_16s_6875,65,cruise_4_T1_6_surf_0_2_16s_6875,HAB25,T1_6,CTD,Surface,0.2,February
